
Day: 365

18.2927,3.74
18.6393,3.73667
18.9492,3.73333
19.2262,3.73
19.4737,3.72667
19.6949,3.72333
19.8926,3.72
20.0691,3.71667
18.3517,3.71333
18.6894,3.71
18.9912,3.70667
19.261,3.70333
19.5021,3.7
19.7175,3.69667
19.91,3.69333
20.0819,3.69
18.3604,3.68667
18.6943,3.68333
18.9928,3.68
19.2596,3.67667
19.498,3.67333
19.7111,3.67
19.9014,3.66667
20.0714,3.66333
18.3482,3.66
18.6806,3.65667
18.9777,3.65333
19.2433,3.65
19.4807,3.64667
19.6928,3.64333
19.8822,3.64
20.0514,3.63667
18.3275,3.63333
18.6593,3.63
18.9559,3.62667
19.221,3.62333
19.4579,3.62
19.6695,3.61667
19.8586,3.61333
20.0275,3.61
18.3033,3.60667
18.6348,3.60333
18.9312,3.6
19.2027,3.65952
19.4519,3.71905
19.6812,3.77857
19.8927,3.8381
20.0882,3.89762
18.3944,3.95714
18.7598,4.01667
19.093,4.07619
19.3975,4.13571
19.6762,4.19524
19.932,4.25476
20.1671,4.31429
18.5088,4.37381
18.9059,4.43333
19.2675,4.49286
19.5974,4.55238
19.899,4.6119
20.1751,4.67143
18.5534,4.73095
18.9833,4.79048
19.3743,4.85
19.7305,4.90952
20.0556,4.96905
18.4777,5.02857
18.9468,5.0881
19.3729,5.14762
19.7605,5.20714
20.1136,5.26667
18.561,5.32619
19.0526,5.38571
19.4988,5.44524
19.9044,5.50476
20.2737,5.56429
18.7355,5.62381
19.24,5.68333
19.6978,5.74286
20.1138,5.80238
18.6173,5.8619
19.1593,5.92143
19.6505,5.98095
20.0965,6.04048
18.6269,6.1
19.1673,5.91667
19.6317,5.73333
20.0281,5.55
18.4887,5.36667
18.9666,5.18333
19.3751,5
19.7215,4.81667
20.0122,4.63333
18.3782,4.45
18.7715,4.26667
19.1042,4.08333
19.3828,3.9
19.6128,3.71667
19.7995,3.53333
19.9473,3.35
20.0603,3.16667
18.2672,2.98333
18.5182,2.8
18.7235,2.61667
18.8881,2.43333
19.0161,2.25
19.1114,2.06667
19.1774,1.88333
19.2173,1.7
19.2337,1.51667
19.2292,1.33333
19.2059,1.15
19.1658,0.966667
19.1106,0.783333
19.042,0.6
18.9613,0.416667
18.8699,0.233333
18.7688,0.05
18.6591,-0.133333
18.5416,-0.316667
18.4173,-0.5
18.2867,-0.683333
18.1506,-0.866667
18.0095,-1.05
17.864,-1.23333
17.7146,-1.41667
17.5615,-1.6
17.4246,-1.6
17.302,-1.6
17.1923,-1.6
17.0941,-1.6
17.0062,-1.6
16.9276,-1.6
16.8572,-1.6
16.7942,-1.6
16.7378,-1.6
16.6873,-1.6
16.6421,-1.6
16.6017,-1.6
16.5655,-1.6
16.5332,-1.6
16.5042,-1.6
16.4782,-1.6
16.455,-1.6
88.1944%
