
Day: 365

20.0168,3.74
20.0334,3.73967
20.0498,3.73933
20.066,3.739
20.0821,3.73867
20.098,3.73833
20.1137,3.738
20.1292,3.73767
20.1446,3.73733
20.1598,3.737
20.1749,3.73667
20.1898,3.73633
20.2045,3.736
20.2191,3.73567
20.2335,3.73533
20.2478,3.735
20.2619,3.73467
20.2759,3.73433
20.2897,3.734
20.3033,3.73367
20.3169,3.73333
20.3302,3.733
20.3434,3.73267
20.3565,3.73233
20.3695,3.732
20.3823,3.73167
20.3949,3.73133
20.4075,3.731
20.4199,3.73067
20.4321,3.73033
20.4442,3.73
20.4562,3.72967
20.4681,3.72933
20.4799,3.729
20.4915,3.72867
20.503,3.72833
20.5143,3.728
20.5256,3.72767
20.5367,3.72733
20.5477,3.727
20.5586,3.72667
20.5693,3.72633
20.58,3.726
20.5905,3.72567
20.6009,3.72533
20.6112,3.725
20.6214,3.72467
20.6315,3.72433
20.6415,3.724
20.6513,3.72367
20.6611,3.72333
20.6707,3.723
20.6803,3.72267
20.6897,3.72233
20.699,3.722
20.7083,3.72167
20.7174,3.72133
20.7265,3.721
20.7354,3.72067
20.7442,3.72033
20.753,3.72
20.7616,3.71967
20.7702,3.71933
20.7787,3.719
20.787,3.71867
20.7953,3.71833
20.8035,3.718
20.8116,3.71767
20.8196,3.71733
20.8275,3.717
20.8354,3.71667
20.8431,3.71633
20.8508,3.716
20.8584,3.71567
20.8659,3.71533
20.8733,3.715
20.8806,3.71467
20.8879,3.71433
20.895,3.714
20.9021,3.71367
20.9091,3.71333
20.9161,3.713
20.923,3.71267
20.9297,3.71233
20.9365,3.712
20.9431,3.71167
20.9497,3.71133
20.9562,3.711
20.9626,3.71067
20.9689,3.71033
20.9752,3.71
20.9814,3.70967
20.9876,3.70933
20.9936,3.709
20.9996,3.70867
21.0056,3.70833
21.0115,3.708
21.0173,3.70767
21.023,3.70733
21.0287,3.707
21.0343,3.70667
21.0399,3.70633
21.0454,3.706
21.0508,3.70567
21.0562,3.70533
21.0615,3.705
21.0667,3.70467
21.0719,3.70433
21.0771,3.704
21.0822,3.70367
21.0872,3.70333
21.0921,3.703
21.0971,3.70267
